縣市,案名,興辦主體,戶數,工程決標日期,開工日期,完工日期,執行情況
臺北市,臺北市中山區長春段二小段626地號等24筆(原20筆)土地都市更新計畫案,中央(住都中心),8,112/5/24,(預定)114/12/31,(預定)117/10/31,已決標待開工
臺北市,保儀安居,中央(住都中心),220,113/6/7,(預定)114/8/31,(預定)117/12/31,已決標待開工
臺北市,慶仁安居,中央(住都中心),1100,113/1/17,(預定)114/3/31,(預定)118/5/31,已決標待開工
臺北市,光華好室,中央(住都中心),162,113/6/12,(預定)114/9/30,(預定)118/2/28,已決標待開工
臺北市,臺北市南港區新光段二小段134地號等13筆(原10筆)土地都市更新案,中央(住都中心),2,113/6/5,(預定)114/4/1,(預定)117/8/1,已決標待開工
臺北市,南港區南港機廠社會住宅2區,臺北市政府,305,113/12/4,(預定)114/12/31,(預定)118/2/28,已決標待開工
臺北市,石壁潭社會住宅1區,臺北市政府,481,113/10/18,(預定)114/4/30,(預定)118/9/30,已決標待開工
臺北市,芝山安居,中央(住都中心),825,113/2/27,(預定)114/5/31,(預定)118/12/31,已決標待開工
臺北市,臺北市士林區蘭雅段一小段52地號等23筆(原18筆)土地都市更新案,中央(住都中心),2,113/4/30,(預定)115/4/30,(預定)119/4/30,已決標待開工
臺北市,信義兒福B1-2基地公辦都市更新案,中央(住都中心),159,111/8/1,(預定)114/10/6,(預定)120/3/5,已決標待開工
